tag,slope,trend
vms,-5.49767545169263E-07,negative
structure,-5.49275720638815E-07,negative
plugin-architecture,-5.46543305591872E-07,negative
compass-lucene,-5.45791344247754E-07,negative
linden-scripting-language,-5.45087285151718E-07,negative
ruby-2.3,-5.44793467772233E-07,negative
python-datetime,-5.43932418268692E-07,negative
appfog,-5.42753716515222E-07,negative
qt5.4,-5.42555224283908E-07,negative
asp.net-core-1.0,-5.42226193768236E-07,negative
grouping,-5.42132870912571E-07,negative
ascii,-5.42013710078542E-07,negative
polymer-3.x,-5.4170968768528E-07,negative
character-properties,-5.41560103952546E-07,negative
jad,-5.41513008648822E-07,negative
presentation-layer,-5.39727179901355E-07,negative
html-generation,-5.39346459023234E-07,negative
flexunit,-5.39268243761919E-07,negative
urllib,-5.39132306432044E-07,negative
managed-directx,-5.3879518477975E-07,negative
django-1.10,-5.38104723105593E-07,negative
office-communicator,-5.3677938396498E-07,negative
microsoft-ajax,-5.3665898055307E-07,negative
xcode3.2,-5.36578943939942E-07,negative
submitchanges,-5.36470992707309E-07,negative
coda-slider,-5.36094064898339E-07,negative
fs,-5.35005106773808E-07,negative
admin-generator,-5.34550225193112E-07,negative
terraform0.12+,-5.34405631752523E-07,negative
lwuit,-5.33390056455822E-07,negative
ora-00932,-5.32719578681233E-07,negative
pfuser,-5.32464941467968E-07,negative
wiimote,-5.32129146467752E-07,negative
scatterview,-5.30267858755346E-07,negative
segmentation-fault,-5.29730071630236E-07,negative
xajax,-5.2932213403804E-07,negative
magento-1.5,-5.28450287751898E-07,negative
grails-2.3,-5.28085634226063E-07,negative
python-2.7,-5.28084407298953E-07,neutral
wildcard-mapping,-5.27662883602749E-07,negative
composite-id,-5.27072167150354E-07,negative
binary-search,-5.26949202819553E-07,negative
orchardcms-1.8,-5.2544104711363E-07,negative
mootools-events,-5.24152325830549E-07,negative
playframework-2.1,-5.23496589235978E-07,neutral
filepath,-5.21927537685858E-07,negative
ganache,-5.18836033646594E-07,negative
angular2-http,-5.18692748919939E-07,negative
jsonb,-5.18221142630046E-07,negative
jsx,-5.1813490130026E-07,negative
genealogy,-5.17454205107404E-07,negative
mysql-error-1111,-5.16806257184033E-07,negative
wsdl.exe,-5.16608933701163E-07,negative
cordova-2.0.0,-5.16333707155773E-07,negative
tdengine,-5.15835888951891E-07,negative
angular6,-5.15405350064073E-07,neutral
office-ui-fabric,-5.15230353751234E-07,negative
laravel-5.6,-5.14918849516287E-07,neutral
array-formulas,-5.1168517476565E-07,neutral
angular2-modules,-5.11375643201935E-07,negative
matlab-cvst,-5.10491354249516E-07,negative
indexing,-5.10300999835254E-07,negative
expression-encoder,-5.10099821163803E-07,negative
racket,-5.09494061443397E-07,negative
return-value,-5.08888152306742E-07,negative
visual-sourcesafe-2005,-5.08142519811751E-07,negative
database-agnostic,-5.07709346417372E-07,negative
xcode4,-5.07192072698016E-07,neutral
activerecord,-5.07189938483958E-07,neutral
mappoint,-5.06306378577269E-07,negative
joomla1.6,-5.05446125651124E-07,negative
qtruby,-5.02742335498307E-07,negative
transpose,-5.02194055220111E-07,negative
fork,-5.01386591522658E-07,negative
office-pia,-5.0128989882386E-07,negative
zend-amf,-5.00556986875475E-07,negative
opensea,-5.00417476503953E-07,negative
azure-powershell,-4.99577211786461E-07,negative
gwt-2.2-celltable,-4.98802132607246E-07,negative
allennlp,-4.98622620169437E-07,negative
twitpic,-4.98490078447318E-07,neutral
ninject-2,-4.98453232375228E-07,negative
groovy,-4.97815631216827E-07,neutral
tensorflow-federated,-4.97572437277764E-07,negative
file-handling,-4.97227623200854E-07,negative
xml-nil,-4.96970215655169E-07,negative
custompaging,-4.96668215074011E-07,negative
popularity,-4.96458250270218E-07,negative
lateral-join,-4.96138390699887E-07,negative
spring-xd,-4.9612103144528E-07,negative
django-2.0,-4.95735217911212E-07,negative
virtual-path,-4.95730422124294E-07,neutral
wmd,-4.95475988784524E-07,negative
retrofit,-4.95407929967358E-07,negative
android-holo-everywhere,-4.94812199014348E-07,negative
applicationdomain,-4.93876304222531E-07,negative
moovweb,-4.93872283463877E-07,negative
material-components,-4.93115375083743E-07,negative
google-app-invites,-4.92789900862147E-07,negative
laravel-5,-4.92693788765459E-07,neutral
android-9.0-pie,-4.91773759981989E-07,negative
jqtouch,-4.91592644299109E-07,negative
django-1.3,-4.91427546974594E-07,negative
stdout,-4.91309939686258E-07,negative
php-carbon,-4.9115516334866E-07,negative
automapper-5,-4.90649716969742E-07,neutral
internet-explorer-11,-4.90586088020318E-07,negative
typescript3.0,-4.90562536309213E-07,negative
ios10,-4.88974480992128E-07,neutral
working-copy,-4.88754663660888E-07,negative
drupal-panels,-4.88607078134247E-07,negative
role-based,-4.88104796994587E-07,negative
gant,-4.8665340100985E-07,negative
odoo-9,-4.86632634698278E-07,negative
azman,-4.85319203608549E-07,negative
objectquery,-4.85307951537818E-07,negative
mate,-4.85122997333098E-07,negative
ats,-4.85015278861371E-07,negative
defaultbutton,-4.84954813699864E-07,negative
twitter-feed,-4.84496531959502E-07,negative
sql-null,-4.83622773704859E-07,negative
syntaxnet,-4.83113028614599E-07,negative
codesmith,-4.81499842651604E-07,negative
pasteboard,-4.80810540052212E-07,neutral
rights-management,-4.80260634371809E-07,negative
reactive-programming,-4.80220979820285E-07,negative
firefox-os,-4.8004850694721E-07,negative
sqlcachedependency,-4.79909873435185E-07,negative
web-setup-project,-4.78671004320977E-07,negative
x86,-4.783644442401E-07,negative
ora-00942,-4.77771678403427E-07,negative
netbeans-11,-4.7746287862933E-07,negative
jenkins-groovy,-4.76927501080828E-07,negative
magento2.2,-4.76251862307925E-07,negative
cherokee,-4.76128018888249E-07,negative
agile-processes,-4.75516257055499E-07,negative
asp.net-core-mvc-2.0,-4.74863049960884E-07,negative
google-chrome-arc,-4.74730743310475E-07,negative
dundas,-4.74028250515712E-07,negative
watchos-3,-4.7363825598423E-07,negative
asp.net-mvc-3-areas,-4.73589438667814E-07,negative
refcounting,-4.7290832482922E-07,negative
nunit-2.5,-4.72795637528062E-07,negative
radiant,-4.72613986233714E-07,negative
systemcolors,-4.72371534976689E-07,negative
ruby-on-rails-4,-4.71748249806928E-07,neutral
boost-signals,-4.71742397103753E-07,negative
pycaffe,-4.70646765883908E-07,negative
repeat,-4.70480360772253E-07,negative
phonegap-cli,-4.69864864752087E-07,negative
ocaml,-4.67516750434498E-07,negative
datamodule,-4.67332616919823E-07,negative
infopath-forms-services,-4.67312295052246E-07,negative
argparse,-4.67305116842561E-07,negative
hyperledger-composer,-4.67213788249628E-07,neutral
text-files,-4.66400645492248E-07,negative
windows-phone-7.1,-4.65902066202062E-07,neutral
console.log,-4.65630006894556E-07,negative
self-tracking-entities,-4.63962826335309E-07,negative
aggregation,-4.63333879950209E-07,negative
iis-5,-4.62792184357161E-07,negative
twitter-bootstrap-4,-4.62769662675651E-07,negative
mutation-events,-4.61978583983009E-07,negative
grails-validation,-4.61566370895719E-07,negative
geometric-arc,-4.60583476789547E-07,negative
dial-up,-4.60276530005451E-07,negative
massmail,-4.5938452106543E-07,negative
mvccontrib-grid,-4.59360085146424E-07,negative
cluetip,-4.58274006249783E-07,negative
blackberry-simulator,-4.58258147260843E-07,negative
cs50,-4.57867154319735E-07,neutral
atk4,-4.57441498077745E-07,negative
blackberry-android,-4.57255647872222E-07,negative
gitosis,-4.5657253117622E-07,negative
lcdui,-4.56247980536206E-07,negative
moles,-4.56194510120534E-07,negative
document-oriented-db,-4.55927214121941E-07,negative
nsxml,-4.55321150225436E-07,negative
ef-core-2.0,-4.54374552282846E-07,negative
mindmapping,-4.53770188975384E-07,negative
c-preprocessor,-4.53618021607594E-07,negative
casperjs,-4.53241150470982E-07,negative
mercurial-convert,-4.53199698488956E-07,neutral
xhtmlrenderer,-4.52770539467814E-07,neutral
membase,-4.52612218919696E-07,negative
ruby-1.9,-4.52044973669707E-07,negative
java-12,-4.51459648256355E-07,negative
organic-groups,-4.51450037578221E-07,negative
facebook-fbml,-4.51357440079645E-07,negative
delphi-10.3-rio,-4.49739345434748E-07,negative
qgraphicsview,-4.49641949685742E-07,negative
php-8.1,-4.49384267647844E-07,negative
laravel-3,-4.48626113067194E-07,negative
facebook-timeline,-4.4844139712833E-07,negative
windows-phone-8,-4.48081071743784E-07,neutral
caroufredsel,-4.48055863103583E-07,negative
asp.net-core-2.2,-4.47756964175288E-07,negative
facebook-sdk-3.1,-4.47548626763285E-07,negative
blackberry-webworks,-4.47251931394209E-07,negative
graph-layout,-4.47164135533478E-07,negative
perl-critic,-4.47002052488539E-07,negative
android-architecture-components,-4.46708146922782E-07,negative
modelbinder,-4.44492580035469E-07,negative
firewire,-4.44490249253545E-07,neutral
dart-polymer,-4.44416563264605E-07,negative
zend-debugger,-4.44130283496127E-07,negative
webrat,-4.43377668153311E-07,negative
windows-nt,-4.42850477557066E-07,negative
addition,-4.42261976612027E-07,negative
array.prototype.map,-4.41900028429272E-07,negative
.net-core-3.1,-4.41514529417451E-07,negative
sqlobject,-4.41232532074677E-07,negative
jspm,-4.41011371568825E-07,negative
dart-webui,-4.40443450260618E-07,negative
template10,-4.40154031454177E-07,negative
integrated-pipeline-mode,-4.39809552025666E-07,negative
flutter-futurebuilder,-4.39762125115088E-07,negative
rename,-4.39382735949485E-07,negative
tao-framework,-4.38643793439445E-07,negative
quercus,-4.38074015033065E-07,negative
python-3.10,-4.37512122546663E-07,negative
susy-compass,-4.36928038551139E-07,negative
pascalcasing,-4.36482672418991E-07,negative
google-fabric,-4.36097470320762E-07,negative
javax.script,-4.35577994366949E-07,neutral
firefox-marionette,-4.35046388525981E-07,negative
testdriven.net,-4.34357152720595E-07,negative
ios12,-4.3321040060493E-07,neutral
sfguard,-4.32293208892716E-07,negative
universal-binary,-4.31559558142648E-07,negative
heroku-postgres,-4.30672391458106E-07,negative
erc721,-4.29151812820364E-07,negative
infopath-2007,-4.28503497300451E-07,negative
android-actionbaractivity,-4.26857901783663E-07,negative
sitecore8.1,-4.25732008535227E-07,negative
s#arp-architecture,-4.25500109424872E-07,negative
apache-commons-digester,-4.25418512522614E-07,negative
angularjs-1.6,-4.25323733981957E-07,negative
macos-mojave,-4.25292797923119E-07,negative
mysql-error-1242,-4.24168474227318E-07,negative
quick-search,-4.23721503250308E-07,negative
fusebox,-4.23606962242196E-07,neutral
eclipse-3.6,-4.23248812242051E-07,negative
externals,-4.23019096422172E-07,negative
sharp-architecture,-4.22844531443984E-07,negative
reverse,-4.22818370896511E-07,negative
marklogic-8,-4.22235125692473E-07,negative
extjs-mvc,-4.22154967471796E-07,negative
facebook-wall,-4.21227358659058E-07,negative
team-project,-4.21226056472799E-07,negative
qt3,-4.19871874123141E-07,negative
angular2-aot,-4.1948922071807E-07,negative
mule4,-4.19387872471819E-07,negative
aspmenu,-4.19061061624221E-07,negative
reverse-ajax,-4.18697569040041E-07,negative
qt5.6,-4.18068690842955E-07,negative
opencv3.0,-4.1697244903368E-07,negative
powershell,-4.16919622072842E-07,neutral
sencha-touch-2,-4.16504487409695E-07,neutral
scheme,-4.16225897245435E-07,negative
kohana-3.2,-4.15302226281336E-07,negative
magento2.1,-4.1402964404343E-07,negative
rainbowtable,-4.13848427966389E-07,negative
mkreversegeocoder,-4.13626266274111E-07,negative
3d-engine,-4.13313068140781E-07,negative
gwt-ext,-4.12979837413123E-07,negative
autogrow,-4.12153852959043E-07,negative
java-wireless-toolkit,-4.11740654631005E-07,negative
redux-saga,-4.11631902980433E-07,negative
jasmine,-4.11057275575678E-07,negative
webmatrix-2,-4.1091134010459E-07,negative
polymerfire,-4.10367408959862E-07,negative
imagepicker,-4.09122888498495E-07,negative
zend-soap,-4.08586945034848E-07,negative
tlbimp,-4.08095794868673E-07,negative
bit-manipulation,-4.0748827436581E-07,negative
gcj,-4.07224551359691E-07,negative
flash-video,-4.06728054638907E-07,negative
qt-mobility,-4.06187023246456E-07,negative
p3p,-4.05413643007886E-07,negative
medium-trust,-4.05354272089814E-07,negative
rich-internet-application,-4.04740356973279E-07,negative
java-15,-4.04490146515513E-07,negative
project-planning,-4.04225010881304E-07,negative
turbogears,-4.04003336816424E-07,negative
multi-index,-4.03990515012798E-07,negative
uno-platform,-4.03727172690574E-07,negative
implicit-typing,-4.03515800637238E-07,negative
django-south,-4.03376917517381E-07,negative
ruby-on-rails-6,-4.02806720301087E-07,neutral
parent-child,-4.02588023013379E-07,negative
binance-api-client,-4.01946904602425E-07,negative
jqbootstrapvalidation,-4.01252374868544E-07,negative
nyromodal,-4.00466371751018E-07,negative
android-3.0-honeycomb,-4.00136079425339E-07,neutral
command,-4.00129641446938E-07,negative
hololens,-3.9959248650583E-07,negative
jdk1.4,-3.99172974445307E-07,negative
eaglview,-3.98334542276567E-07,negative
scala-collections,-3.98147200223687E-07,negative
icriteria,-3.97367481214554E-07,negative
fosuserbundle,-3.97067089964179E-07,negative
rangevalidator,-3.96807967300217E-07,negative
angular2-pipe,-3.96437486415978E-07,negative
jbossws,-3.95793522781154E-07,negative
angular2-cli,-3.94277524307932E-07,negative
kibana-5,-3.9368328231284E-07,negative
pitch-tracking,-3.93612467793248E-07,negative
abaddressbook,-3.93160297283755E-07,negative
spritebuilder,-3.92362041454575E-07,negative
django-piston,-3.92289876380831E-07,negative
internalsvisibleto,-3.92112713270633E-07,negative
react-state,-3.91942327327767E-07,negative
qtcore,-3.91695192273896E-07,negative
subsonic,-3.91002302585215E-07,neutral
sbjson,-3.90679829894465E-07,negative
activepython,-3.89567714080646E-07,neutral
black-box,-3.89472016899666E-07,negative
cfform,-3.88984322544538E-07,negative
orientdb-2.1,-3.88937032597536E-07,negative
iphone-3gs,-3.88676358210047E-07,negative
jdoql,-3.88661663640642E-07,negative
cartesian-product,-3.88349937844123E-07,negative
position,-3.88285303246312E-07,negative
tidyverse,-3.88265331451137E-07,neutral
actualwidth,-3.88076148900247E-07,negative
firewatir,-3.88041377278671E-07,negative
siddhi,-3.87962524072598E-07,negative
prawnto,-3.87609613314516E-07,negative
x86-16,-3.87546980829947E-07,negative
castle-activerecord,-3.87177668369397E-07,negative
sapper,-3.87069812232634E-07,negative
ofx,-3.86621361855402E-07,negative
windows-10-mobile,-3.86069584624231E-07,negative
language-theory,-3.85673333581728E-07,negative
tframe,-3.84001692711751E-07,negative
command-line-arguments,-3.82391226197598E-07,negative
request,-3.82267809283524E-07,negative
highslide,-3.82017570158927E-07,negative
pdo,-3.81837475219869E-07,neutral
jaydata,-3.81812948109496E-07,negative
symfony3.x,-3.81676424654089E-07,negative
dunit,-3.81642882576007E-07,negative
blueprint-css,-3.81460642484944E-07,negative
tensorflow-datasets,-3.8127307379458E-07,negative
angular10,-3.80995229382851E-07,neutral
react-native-router-flux,-3.80813421433034E-07,negative
dashcode,-3.80022573057013E-07,negative
excanvas,-3.79395197510838E-07,negative
contracts,-3.78695974706793E-07,negative
htmlcontrols,-3.78646079129708E-07,negative
vaadin10,-3.78549467150316E-07,negative
image-replacement,-3.78419835535702E-07,negative
intel-xdk,-3.78239895867345E-07,negative
editortemplates,-3.77713086074238E-07,negative
xhtml-transitional,-3.76424551054579E-07,negative
flow-router,-3.75857906173509E-07,negative
sonarqube-web,-3.75384613942249E-07,negative
tibble,-3.75017726129352E-07,negative
tire,-3.73982021720129E-07,negative
lwuit-form,-3.73819533876288E-07,negative
app-data,-3.73255361316183E-07,negative
delphi-prism,-3.72954445077156E-07,negative
multitexturing,-3.72942374757978E-07,negative
appcelerator-titanium,-3.72802114326482E-07,neutral
enzyme,-3.72724451540139E-07,negative
sparql,-3.72455735723772E-07,negative
bixbystudio,-3.72384835742098E-07,negative
ibm-mobile-services,-3.72334631130178E-07,negative
revisions,-3.72147761785053E-07,negative
typo3-6.2.x,-3.71881442562415E-07,negative
xtratreelist,-3.70863487954064E-07,negative
pfquery,-3.70465870808471E-07,negative
gtkbuilder,-3.70209718144298E-07,negative
directory,-3.70160401001834E-07,negative
flash-cc,-3.70148082876384E-07,negative
constructor-chaining,-3.7002232601616E-07,negative
reactstrap,-3.69944523936286E-07,negative
areas,-3.69368234824812E-07,negative
worklight-studio,-3.68679091996644E-07,negative
touchxml,-3.68671975255363E-07,negative
ruby-on-rails-plugins,-3.68082904829495E-07,negative
non-modal,-3.6794460617373E-07,neutral
sitemapprovider,-3.67875848133898E-07,negative
nextcord,-3.67694776545145E-07,negative
